date,state,route,route_link,bus_name,bus_type,departing_time,duration,reaching_time,star_rating,available_seats,price
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - SJP0209,Ordinary Non AC Seater 2+3,08:32,07h 20m,15:52,3.3,52,INR 584
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - SJP0212,Ordinary Non AC Seater 2+3,09:02,07h 20m,16:22,0,52,INR 584
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - SJP0214,Ordinary Non AC Seater 2+3,09:32,07h 20m,16:52,0,52,INR 584
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - SJP0005,Ordinary Non AC Seater 2+3,10:00,08h 00m,18:00,3.3,52,INR 584
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - SJP0217,Ordinary Non AC Seater 2+3,10:02,07h 20m,17:22,0,52,INR 584
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - SJP0039,Rajdhani Non AC Seater 2+3,10:15,08h 00m,18:15,3.3,51,INR 584
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - SJP0010,Ordinary Non AC Seater 2+3,10:30,08h 00m,18:30,3.3,52,INR 584
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - SJP0225,Ordinary Non AC Seater 2+3,10:32,07h 20m,17:52,0,52,INR 584
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - SJP0236,Ordinary Non AC Seater 2+3,11:02,07h 20m,18:22,0,52,INR 584
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - SJP0099,Ordinary Non AC Seater 2+3,11:30,08h 20m,19:50,3.3,52,INR 584
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - SJP0246,Ordinary Non AC Seater 2+3,11:32,07h 20m,18:52,0,52,INR 584
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - SJP0100,Ordinary Non AC Seater 2+3,12:01,08h 24m,20:25,3.3,52,INR 584
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - SJP0253,Ordinary Non AC Seater 2+3,12:02,07h 20m,19:22,3.3,52,INR 584
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - SJP0256,Ordinary Non AC Seater 2+3,13:00,07h 20m,20:20,0,52,INR 584
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - SJP0263,Ordinary Non AC Seater 2+3,15:00,07h 20m,22:20,0,52,INR 584
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - SJP0030,Ordinary Non AC Seater 2+3,16:00,07h 59m,23:59,3.3,52,INR 584
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - SJP0271,Ordinary Non AC Seater 2+3,16:01,07h 20m,23:21,0,52,INR 584
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - SJP0032,Ordinary Non AC Seater 2+3,16:30,08h 00m,00:30,3.3,52,INR 584
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - SJP0035,Ordinary Non AC Seater 2+3,17:00,08h 00m,01:00,3.3,52,INR 584
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - SJP0278,Ordinary Non AC Seater 2+3,17:31,07h 20m,00:51,0,52,INR 584
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - SJP0037,Ordinary Non AC Seater 2+3,18:00,08h 00m,02:00,3.3,52,INR 584
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - HDD0063,Ordinary Non AC Seater 2+3,18:00,07h 03m,01:03,3.3,52,INR 550
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - BRT0007,Ordinary Non AC Seater 2+3,19:40,08h 20m,04:00,3.3,52,INR 567
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - SJP0281,Ordinary Non AC Seater 2+3,19:45,07h 20m,03:05,0,52,INR 584
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - STD0163,Ordinary Non AC Seater 2+3,19:58,09h 18m,05:16,3.3,52,INR 532
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - STD0368,Ordinary Non AC Seater 2+3,20:01,08h 39m,04:40,0,52,INR 563
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - HDD0005,Janrath AC Seater 2+2,20:45,08h 45m,05:30,3.9,36,INR 789
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - SJP0286,Ordinary Non AC Seater 2+3,21:00,07h 20m,04:20,0,52,INR 584
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - AWD0224,Shatabdi AC Seater 2+2,21:15,07h 45m,05:00,3.3,37,INR 762
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - STD0144,Ordinary Non AC Seater 2+3,21:28,09h 02m,06:30,0,52,INR 563
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - GLA0141,Janrath AC Seater 2+2,21:35,07h 30m,05:05,3.3,35,INR 791
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - LKM0022,Shatabdi AC Seater 2+2,21:40,07h 07m,04:47,3.3,37,INR 791
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - SJP0288,Ordinary Non AC Seater 2+3,21:45,07h 20m,05:05,0,52,INR 584
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - LKM0028,Shatabdi AC Seater 2+2,22:40,07h 21m,06:01,3.3,34,INR 791
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,UPSRTC - STD0072,Janrath AC Seater 2+2,22:40,07h 05m,05:45,2.1,36,INR 768
23 Jul,Uttar Pradesh,Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),22:45,07h 20m,06:05,4.2,33,INR 799
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AZS0009,Janrath AC Seater 2+2,06:00,05h 00m,11:00,3.3,36,INR 666
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - KRJ0038,Janrath AC Seater 2+3,07:00,06h 30m,13:30,3.3,48,INR 575
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - CBG0056,Ordinary Non AC Seater 2+3,07:30,05h 00m,12:30,3.3,52,INR 421
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - CBG0142,Ordinary Non AC Seater 2+3,07:30,05h 30m,13:00,3.3,52,INR 457
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - CBG0048,Pink Express AC Seater 2+2,07:42,04h 48m,12:30,3.3,41,INR 614
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AKP0197,Ordinary Non AC Seater 2+3,08:16,08h 59m,17:15,3.3,52,INR 425
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - CBG0050,Ordinary Non AC Seater 2+3,08:30,05h 00m,13:30,3.3,51,INR 457
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - CBG0058,Ordinary Non AC Seater 2+3,08:45,05h 15m,14:00,3.3,52,INR 421
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AWD0243,Janrath AC Seater 2+3,09:15,05h 45m,15:00,3.3,48,INR 531
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AKP0214,Ordinary Non AC Seater 2+3,09:31,09h 00m,18:31,3.3,52,INR 460
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AWD0229,Janrath AC Seater 2+2,09:40,04h 20m,14:00,3.3,36,INR 614
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - CBG0132,Janrath AC Seater 2+2,10:01,05h 09m,15:10,3.3,36,INR 666
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AWD0231,Janrath AC Seater 2+3,10:10,04h 20m,14:30,3.3,48,INR 531
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - CBG0061,Ordinary Non AC Seater 2+3,10:15,04h 45m,15:00,3.3,52,INR 421
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - UNG0049,Ordinary Non AC Seater 2+3,10:31,04h 45m,15:16,3.3,52,INR 421
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - CBG0063,Ordinary Non AC Seater 2+3,10:45,05h 15m,16:00,3.3,52,INR 421
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AZR0016,Ordinary Non AC Seater 2+3,11:00,04h 00m,15:00,3.3,52,INR 457
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - UNG0051,Ordinary Non AC Seater 2+3,11:05,05h 12m,16:17,3.3,52,INR 421
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - CBG0018,Janrath AC Seater 2+2,11:17,05h 13m,16:30,3.3,36,INR 614
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AZS0015,Ordinary Non AC Seater 2+3,12:00,05h 00m,17:00,3.3,52,INR 457
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AZR0014,Ordinary Non AC Seater 2+3,12:00,05h 00m,17:00,3.3,52,INR 457
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - CBG0155,Janrath AC Seater 2+3,12:00,05h 00m,17:00,3.3,48,INR 531
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AMT0048,Ordinary Non AC Seater 2+3,12:15,07h 45m,20:00,3.3,52,INR 411
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - CBG0064,Ordinary Non AC Seater 2+3,12:15,05h 15m,17:30,3.3,52,INR 421
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AKP0083,Ordinary Non AC Seater 2+3,12:16,09h 02m,21:18,3.3,52,INR 460
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AKP0078,Ordinary Non AC Seater 2+3,12:31,07h 30m,20:01,3.3,52,INR 460
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AWD0232,Janrath AC Seater 2+2,12:40,05h 05m,17:45,3.3,36,INR 614
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AZS0017,Ordinary Non AC Seater 2+3,13:00,05h 00m,18:00,3.3,52,INR 457
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AWD0235,Janrath AC Seater 2+2,13:10,04h 50m,18:00,3.3,36,INR 614
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - CBG0066,Ordinary Non AC Seater 2+3,13:15,05h 15m,18:30,3.3,52,INR 421
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AZR0012,Rajdhani Non AC Seater 2+3,14:00,04h 30m,18:30,3.3,51,INR 457
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AZS0013,Ordinary Non AC Seater 2+3,14:00,05h 00m,19:00,3.3,52,INR 457
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - CBG0068,Ordinary Non AC Seater 2+3,14:10,05h 20m,19:30,3.3,52,INR 421
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AZS0002,Janrath AC Seater 2+2,14:30,05h 00m,19:30,3.3,36,INR 666
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - CBG0156,Janrath AC Seater 2+2,15:00,05h 00m,20:00,3.3,36,INR 614
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AZS0011,Rajdhani Non AC Seater 2+3,15:00,04h 00m,19:00,3.3,51,INR 457
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AZR0038,Janrath AC Seater 2+3,15:00,07h 57m,22:57,3.3,48,INR 522
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - CBG0070,Ordinary Non AC Seater 2+3,15:15,05h 15m,20:30,3.3,52,INR 421
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - MAU0008,Rajdhani Non AC Seater 2+3,15:20,04h 40m,20:00,3.3,51,INR 457
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - BTR0028,Ordinary Non AC Seater 2+3,15:51,09h 12m,01:03,3.3,52,INR 408
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AZS0019,Ordinary Non AC Seater 2+3,16:00,05h 00m,21:00,3.3,52,INR 457
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AZR0023,Ordinary Non AC Seater 2+3,16:00,04h 50m,20:50,3.3,52,INR 457
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AZR0040,Janrath AC Seater 2+2,16:20,05h 00m,21:20,3.3,36,INR 666
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AZR0018,Ordinary Non AC Seater 2+3,16:30,05h 00m,21:30,3.3,52,INR 457
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AZR0041,Janrath AC Seater 2+2,17:00,05h 00m,22:00,3.3,36,INR 666
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AZR0042,Janrath AC Seater 2+2,17:40,05h 05m,22:45,3.3,36,INR 666
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AZR0025,Ordinary Non AC Seater 2+3,18:00,05h 00m,23:00,3.3,52,INR 457
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - DRG0005,Rajdhani Non AC Seater 2+3,18:00,05h 45m,23:45,3.3,51,INR 457
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - BTR0025,Ordinary Non AC Seater 2+3,18:29,06h 33m,01:02,3.3,52,INR 421
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - BUI0026,Janrath AC Seater 2+2,18:30,05h 20m,23:50,3.3,36,INR 666
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AZR0021,Ordinary Non AC Seater 2+3,19:00,08h 50m,03:50,3.3,52,INR 411
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - CBG0158,Janrath AC Seater 2+2,19:30,04h 55m,00:25,3.3,36,INR 666
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AZR0027,Ordinary Non AC Seater 2+3,19:41,04h 24m,00:05,3.3,52,INR 421
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AZS0023,Ordinary Non AC Seater 2+3,20:00,05h 00m,01:00,3.3,52,INR 457
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - CBG0159,Janrath AC Seater 2+2,20:30,04h 45m,01:15,3.3,36,INR 666
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AZS0021,Ordinary Non AC Seater 2+3,20:30,05h 00m,01:30,3.3,52,INR 457
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - GZP0018,Ordinary Non AC Seater 2+3,20:30,06h 37m,03:07,3.3,52,INR 411
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AZS0025,Ordinary Non AC Seater 2+3,21:00,05h 00m,02:00,3.3,52,INR 457
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AZS0004,Janrath AC Seater 2+2,22:10,05h 05m,03:15,3.3,36,INR 666
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - BTR0027,Ordinary Non AC Seater 2+3,22:10,08h 21m,06:31,3.3,52,INR 441
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - GLA0144,Janrath AC Seater 2+2,22:55,05h 19m,04:14,3.3,36,INR 666
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,UPSRTC - AZS0006,Janrath AC Seater 2+2,23:30,05h 00m,04:30,4.5,36,INR 666
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Ashok Tour And Travels,AC Seater (2+2),16:00,03h 30m,19:30,4.6,33,INR 549
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,IntrCity SmartBus,A/C Seater / Sleeper (2+1),04:35,05h 25m,10:00,4.7,4,INR 564
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Ashok Tour And Travels,AC Seater (2+2),13:30,03h 15m,16:45,3.4,25,INR 549
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Krishna Travels,A/C Seater / Sleeper (2+2),04:45,05h 44m,10:29,3.7,4,INR 899
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Seater / Sleeper (2+1),04:15,06h 00m,10:15,4.4,27,INR 599
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Shakmbhari Travels,A/C Seater / Sleeper (2+1),04:00,05h 15m,09:15,4.0,2,INR 494
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Shakmbhari Travels,A/C Seater / Sleeper (2+1),05:00,05h 15m,10:15,4.0,11,INR 694
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Ashok Tour And Travels,A/C Seater / Sleeper (2+1),02:20,04h 55m,07:15,3.8,5,INR 900
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Krishna Travels,A/C Seater / Sleeper (2+2),03:00,05h 30m,08:30,3.7,14,INR 599
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,New Sahara Travels,A/C Seater (2+2),07:15,03h 55m,11:10,4.6,38,INR 500
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,JMD Travels,A/C Seater / Sleeper (2+2),02:00,06h 00m,08:00,3.3,15,INR 499
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,FlixBus,A/C Sleeper (2+1),04:25,04h 30m,08:55,3.8,10,INR 245
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Aarohi Travels,AC Seater (2+2),15:00,03h 30m,18:30,3.4,40,INR 500
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Ashok Tour And Travels,AC Seater (2+2),08:00,03h 45m,11:45,2.9,30,INR 549
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Ashok Tour And Travels,Non AC Seater (2+2),19:30,03h 15m,22:45,3.1,16,INR 549
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Bhanupriya Express,A/C Seater (2+1),13:55,04h 50m,18:45,2.8,30,INR 400
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,New Sahara Travels,Non AC Seater (2+2),08:40,04h 20m,13:00,4.6,32,INR 400
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Raj Kalpana Travels Pvt.Ltd,A/C Seater/Sleeper (2+1),02:00,05h 00m,07:00,4.2,28,INR 555
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),03:00,05h 15m,08:15,2.0,7,INR 570
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Ashok Tour And Travels,AC Seater (2+2),17:30,03h 15m,20:45,3.8,29,INR 549
23 Jul,Uttar Pradesh,Lucknow to Azamgarh,https://www.redbus.in/bus-tickets/lucknow-to-azamgarh,Shree Raj Akanshi travels,Bharat Benz A/C Seater /Sleeper (2+1),03:00,04h 40m,07:40,3.8,36,INR 1100
