date,state,route,route_link,bus_name,bus_type,departing_time,duration,reaching_time,star_rating,available_seats,price
23 Jul,Uttar Pradesh,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - STD0161,Ordinary Non AC Seater 2+3,06:00,12h 07m,18:07,3.3,52,INR 697
23 Jul,Uttar Pradesh,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - STD0304,Ordinary Non AC Seater 2+3,07:10,10h 54m,18:04,3.3,52,INR 697
23 Jul,Uttar Pradesh,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - STD0361,Ordinary Non AC Seater 2+3,08:00,10h 04m,18:04,0,52,INR 697
23 Jul,Uttar Pradesh,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - STD0374,Ordinary Non AC Seater 2+3,08:30,11h 15m,19:45,3.3,52,INR 697
23 Jul,Uttar Pradesh,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - STD0071,Janrath AC Seater 2+2,09:02,10h 28m,19:30,3.7,36,INR 955
23 Jul,Uttar Pradesh,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - BRT0061,Ordinary Non AC Seater 2+3,12:30,11h 20m,23:50,3.3,52,INR 697
23 Jul,Uttar Pradesh,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - BRT0062,Ordinary Non AC Seater 2+3,13:30,11h 15m,00:45,3.3,52,INR 697
23 Jul,Uttar Pradesh,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - STD0053,Ordinary Non AC Seater 2+3,14:00,10h 45m,00:45,3.3,52,INR 724
23 Jul,Uttar Pradesh,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - STD0147,Ordinary Non AC Seater 2+3,16:00,11h 51m,03:51,3.3,52,INR 697
23 Jul,Uttar Pradesh,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - STD0054,Ordinary Non AC Seater 2+3,16:00,10h 45m,02:45,3.3,52,INR 724
23 Jul,Uttar Pradesh,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - BRT0036,Ordinary Non AC Seater 2+3,17:00,11h 15m,04:15,3.3,52,INR 698
23 Jul,Uttar Pradesh,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - AWD0225,Shatabdi AC Seater 2+2,17:30,09h 45m,03:15,3.3,37,INR 955
23 Jul,Uttar Pradesh,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - SBD0030,Pink Express AC Seater 2+2,19:00,10h 00m,05:00,3.0,41,INR 955
23 Jul,Uttar Pradesh,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - AWD0240,Janrath AC Seater 2+3,20:02,09h 28m,05:30,3.3,48,INR 827
23 Jul,Uttar Pradesh,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - SBD0032,Pink Express AC Seater 2+2,21:30,09h 45m,07:15,2.9,41,INR 955
23 Jul,Uttar Pradesh,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - SBD0092,Janrath AC Seater 2+2,22:30,08h 15m,06:45,3.2,36,INR 955
23 Jul,Uttar Pradesh,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),22:15,08h 15m,06:30,4.5,32,INR 799
23 Jul,Uttar Pradesh,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,Shri Krishna Travels & Cargo,AC Seater (2+2),23:55,03h 55m,03:50,0,42,INR 599
23 Jul,Uttar Pradesh,Bareilly to Agra,https://www.redbus.in/bus-tickets/bareilly-to-agra,UPSRTC - BLY0064,Ordinary Non AC Seater 2+3,05:30,05h 00m,10:30,3.3,52,INR 323
23 Jul,Uttar Pradesh,Bareilly to Agra,https://www.redbus.in/bus-tickets/bareilly-to-agra,UPSRTC - RKD0054,Ordinary Non AC Seater 2+3,06:01,06h 00m,12:01,3.3,52,INR 323
23 Jul,Uttar Pradesh,Bareilly to Agra,https://www.redbus.in/bus-tickets/bareilly-to-agra,UPSRTC - BLY0069,Ordinary Non AC Seater 2+3,07:00,05h 00m,12:00,3.3,52,INR 323
23 Jul,Uttar Pradesh,Bareilly to Agra,https://www.redbus.in/bus-tickets/bareilly-to-agra,UPSRTC - RKD0077,Ordinary Non AC Seater 2+3,08:00,06h 00m,14:00,3.3,52,INR 323
23 Jul,Uttar Pradesh,Bareilly to Agra,https://www.redbus.in/bus-tickets/bareilly-to-agra,UPSRTC - BLY0135,Janrath AC Seater 2+3,09:01,05h 59m,15:00,2.6,47,INR 417
23 Jul,Uttar Pradesh,Bareilly to Agra,https://www.redbus.in/bus-tickets/bareilly-to-agra,UPSRTC - BLY0133,Janrath AC Seater 2+2,14:32,05h 28m,20:00,3.4,36,INR 486
23 Jul,Uttar Pradesh,Bareilly to Agra,https://www.redbus.in/bus-tickets/bareilly-to-agra,UPSRTC - AGF0050,Shatabdi AC Seater 2+2,22:46,05h 59m,04:45,3.2,41,INR 486
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AYD0022,Ordinary Non AC Seater 2+3,04:30,06h 15m,10:45,3.3,52,INR 527
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AYD0028,Ordinary Non AC Seater 2+3,04:32,07h 43m,12:15,3.3,52,INR 563
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - SLP0013,Ordinary Non AC Seater 2+3,05:30,07h 00m,12:30,3.3,52,INR 532
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - TAJ0023,Janrath AC Seater 2+2,06:00,05h 50m,11:50,2.6,36,INR 760
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AGF0010,Rajdhani Non AC Seater 2+3,06:20,06h 00m,12:20,3.3,51,INR 527
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AWD0012,Janrath AC Seater 2+2,07:00,06h 13m,13:13,3.3,36,INR 760
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - TAJ0002,Janrath AC Seater 2+2,08:05,05h 43m,13:48,2.6,36,INR 760
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - TAJ0003,Janrath AC Seater 2+2,09:01,05h 46m,14:47,2.2,36,INR 760
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AGF0009,Ordinary Non AC Seater 2+3,09:30,05h 30m,15:00,3.3,51,INR 527
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - TAJ0005,Pink Express AC Seater 2+2,10:01,05h 50m,15:51,3.6,41,INR 760
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AGF0011,Rajdhani Non AC Seater 2+3,10:30,06h 00m,16:30,3.3,51,INR 527
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - ALI0065,Janrath AC Seater 2+2,11:00,05h 30m,16:30,3.3,36,INR 760
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - ALI0161,Janrath AC Seater 2+2,11:00,05h 45m,16:45,0,36,INR 760
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AGF0046,Ordinary Non AC Seater 2+3,11:10,05h 50m,17:00,3.3,51,INR 527
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AWD0096,Janrath AC Seater 2+2,12:00,06h 00m,18:00,2.9,36,INR 760
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AGF0014,Ordinary Non AC Seater 2+3,12:30,06h 00m,18:30,3.3,51,INR 527
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - TAJ0007,Janrath AC Seater 2+2,13:00,05h 49m,18:49,4.4,34,INR 760
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - CBG0010,Pink Express AC Seater 2+2,13:30,06h 00m,19:30,2.5,41,INR 760
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - UNG0054,Ordinary Non AC Seater 2+3,14:01,06h 01m,20:02,3.3,52,INR 527
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - MTH0002,Ordinary Non AC Seater 2+3,14:30,06h 30m,21:00,3.3,52,INR 527
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - CBG0012,Janrath AC Seater 2+2,14:30,06h 00m,20:30,4.8,36,INR 760
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - CBG0006,Janrath AC Seater 2+2,15:30,06h 02m,21:32,4.1,36,INR 760
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - TAJ0009,Pink Express AC Seater 2+2,16:30,05h 34m,22:04,3.9,41,INR 760
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AWD0081,Pink Express AC Seater 2+2,18:00,05h 59m,23:59,1.9,41,INR 760
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - CBG0033,Ordinary Non AC Seater 2+3,18:30,07h 45m,02:15,3.3,51,INR 429
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AGF0008,Rajdhani Non AC Seater 2+3,20:00,06h 00m,02:00,3.3,51,INR 527
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AWD0010,Janrath AC Seater 2+2,20:00,06h 13m,02:13,3.3,35,INR 760
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - MTH0003,Rajdhani Non AC Seater 2+3,20:30,05h 05m,01:35,3.3,51,INR 527
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - BDV0079,Janrath AC Seater 2+2,20:30,05h 00m,01:30,3.3,36,INR 760
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - CBG0014,Pink Express AC Seater 2+2,21:00,06h 00m,03:00,3.3,41,INR 760
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AWD0024,Pink Express AC Seater 2+2,22:00,06h 13m,04:13,3.0,41,INR 760
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - MTH0022,Ordinary Non AC Seater 2+3,22:00,05h 30m,03:30,3.3,52,INR 527
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AWD0199,Pink Express AC Seater 2+2,22:30,05h 30m,04:00,3.7,41,INR 760
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - HTR0132,Ordinary Non AC Seater 2+3,23:00,05h 30m,04:30,3.3,52,INR 527
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - CBG0137,Ordinary Non AC Seater 2+3,23:30,05h 30m,05:00,3.3,52,INR 527
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - BDV0077,Janrath AC Seater 2+2,23:59,05h 01m,05:00,3.3,36,INR 760
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,RSRTC - 192993,A/C Seater / Sleeper (2+1),23:30,04h 50m,04:20,2.8,35,INR 891
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Raj Kalpana Travels Pvt.ltd.,VE A/C Seater (2+2),14:30,04h 30m,19:00,4.3,38,INR 599
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Laxmi holidays,VE A/C Seater / Sleeper (2+1),23:40,04h 40m,04:20,4.8,41,INR 599
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,VE A/C Seater / Sleeper (2+1),12:30,04h 20m,16:50,4.6,30,INR 489
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:55,05h 05m,05:00,3.9,41,INR 580
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Khajuraho Travels,A/C Seater / Sleeper (2+1),00:03,04h 29m,04:32,3.7,30,INR 446
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Anshi Rajshree Travels,Bharat Benz A/C Sleeper (2+1),01:00,05h 50m,06:50,4.7,30,INR 899
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:55,04h 40m,04:35,4.8,36,INR 763
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),19:00,04h 59m,23:59,4.2,26,INR 799
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),23:59,05h 16m,05:15,4.1,32,INR 999
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,R S YADAV SMART BUS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),21:35,03h 50m,01:25,3.4,46,INR 699
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:30,04h 20m,01:50,4.4,45,INR 599
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Sethi Yatra Company,A/C Seater/Sleeper (2+1),23:30,04h 50m,04:20,3.4,16,INR 627
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Raj Kalpana Travels Pvt.Ltd,Bharat Benz A/C Seater /Sleeper (2+1),00:20,03h 40m,04:00,4.8,10,INR 514
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,R S YADAV SMART BUS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),21:40,03h 50m,01:30,3.3,29,INR 599
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Sethi Yatra Company,A/C Seater / Sleeper (2+1),03:25,05h 10m,08:35,4.7,20,INR 580
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Seater / Sleeper (2+1),23:55,05h 20m,05:15,4.7,34,INR 1099
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),02:50,04h 45m,07:35,3.5,13,INR 379
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,A/C Seater / Sleeper (2+1),02:45,04h 45m,07:30,3.4,24,INR 379
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Sethi Yatra Company,A/C Seater / Sleeper (2+1),01:20,05h 00m,06:20,3.9,14,INR 509
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),21:15,05h 15m,02:30,3.7,29,INR 799
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),20:15,04h 45m,01:00,3.1,21,INR 799
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),02:20,04h 55m,07:15,3.6,14,INR 379
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+1),02:35,04h 00m,06:35,3.4,25,INR 400
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:30,04h 30m,04:00,2.4,29,INR 599
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Raj Kalpana Travels Pvt.ltd.,A/C Sleeper (2+1),23:45,04h 15m,04:00,2.9,32,INR 890
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Raj Kalpana Travels Pvt.Ltd,Bharat Benz A/C Seater /Sleeper (2+1),03:00,04h 00m,07:00,2.7,29,INR 499
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Sethi Yatra Company,Bharat Benz A/C Seater /Sleeper (2+1),21:00,05h 30m,02:30,2.6,23,INR 665
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Raj Kalpana Travels Pvt.Ltd,A/C Sleeper (2+1),20:15,03h 45m,00:00,2.7,26,INR 1000
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,VE A/C Seater / Sleeper (2+1),00:55,05h 05m,06:00,4.6,11,INR 499
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,VE A/C Seater / Sleeper (2+1),23:00,05h 15m,04:15,4.6,36,INR 699
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Seater / Sleeper (2+1),23:05,05h 05m,04:10,3.8,38,INR 699
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,VE A/C Sleeper (2+1),21:00,04h 10m,01:10,4.6,32,INR 999
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,A/C Seater/Sleeper (2+1),23:30,05h 15m,04:45,4.6,24,INR 629
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,VE A/C Seater / Sleeper (2+1),23:00,04h 10m,03:10,4.6,36,INR 699
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,VE A/C Seater / Sleeper (2+1),23:55,05h 05m,05:00,4.6,32,INR 799
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,VE A/C Seater / Sleeper (2+1),00:25,05h 05m,05:30,4.6,28,INR 499
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,VE A/C Seater / Sleeper (2+1),01:40,04h 50m,06:30,4.6,32,INR 399
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,VE A/C Seater / Sleeper (2+1),22:00,04h 10m,02:10,4.6,30,INR 699
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,A/C Seater/Sleeper (2+1),22:00,05h 15m,03:15,4.6,29,INR 799
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Laxmi holidays,VE A/C Seater / Sleeper (2+1),01:44,06h 31m,08:15,4.3,15,INR 570
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:55,05h 05m,03:00,4.3,43,INR 656
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Vaishali Expresso Pvt. Ltd.,A/C Seater / Sleeper (2+1),23:20,04h 00m,03:20,4.2,48,INR 833
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Fouji travels,A/C Seater / Sleeper (2+1),22:35,04h 25m,03:00,4.2,45,INR 599
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Vaishali Expresso Pvt. Ltd.,A/C Seater / Sleeper (2+2),00:05,03h 40m,03:45,4.2,25,INR 463
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Vaishali Expresso Pvt. Ltd.,A/C Seater / Sleeper (2+2),21:15,04h 15m,01:30,4.2,48,INR 740
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),02:25,05h 05m,07:30,4.1,29,INR 379
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),02:15,04h 30m,06:45,4.1,9,INR 437
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Seater / Sleeper (2+1),01:55,03h 35m,05:30,3.8,17,INR 799
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),03:10,05h 05m,08:15,4.1,20,INR 379
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Metro Travels,A/C Sleeper (2+1),23:45,04h 15m,04:00,0,36,INR 1199
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,A/C Semi Sleeper / Sleeper (2+1),01:55,04h 35m,06:30,4.1,27,INR 399
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:10,05h 30m,03:40,4.1,36,INR 761
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),00:15,04h 30m,04:45,4.1,5,INR 599
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,VGO BUS,A/C Sleeper (2+1),02:25,04h 10m,06:35,4.1,27,INR 499
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:35,04h 30m,03:05,4.1,38,INR 848
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:55,04h 55m,03:50,4.1,42,INR 806
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+1),21:40,04h 10m,01:50,4.1,28,INR 699
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),02:25,04h 35m,07:00,4.1,8,INR 349
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Shatabdi Travels Gurugram,AC Sleeper (2+1),02:05,06h 10m,08:15,3.5,30,INR 1300
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,A/C Seater / Sleeper (2+1),02:05,04h 55m,07:00,4.1,23,INR 379
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,A/C Seater / Sleeper (2+1),01:45,04h 30m,06:15,4.1,10,INR 399
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Dev Express ®,A/C Sleeper (2+1),02:15,05h 05m,07:20,4.1,36,INR 934
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),02:35,04h 25m,07:00,4.1,32,INR 469
23 Jul,Uttar Pradesh,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),23:55,04h 05m,04:00,4.1,31,INR 1091
